Program,ChapterCity,ChapterTitle,ChapterUrl
GDGOC,Allahabad,"GDG on Campus Motilal Nehru National Institute of Technology - Allahabad, India",https://gdg.community.dev/gdg-on-campus-motilal-nehru-national-institute-of-technology-allahabad-india/
GDGOC,Chennai,"GDG on Campus Alpha Arts and Science College - Chennai, India",https://gdg.community.dev/gdg-on-campus-alpha-arts-and-science-college-chennai-india/
GDGOC,Kolkata,"GDG on Campus RCC Institute of Information Technology - Kolkata, India",https://gdg.community.dev/gdg-on-campus-rcc-institute-of-information-technology-kolkata-india/
GDGOC,Gurugram,"GDG on Campus Dronacharya College of Engineering - Gurugram, India",https://gdg.community.dev/gdg-on-campus-dronacharya-college-of-engineering-gurugram-india/
GDGOC,Bhilai,"GDG on Campus Shri Shankaracharya Technical Campus - Bhilai, India",https://gdg.community.dev/gdg-on-campus-shri-shankaracharya-technical-campus-bhilai-india/
GDGOC,Pune,"GDG on Campus Dr. D. Y. Patil Institute of Technology - Pune, India",https://gdg.community.dev/gdg-on-campus-dr-d-y-patil-institute-of-technology-pune-india/
GDGOC,Nagpur,"GDG on Campus Cummins College of Engineering for Women - Nagpur, India",https://gdg.community.dev/gdg-on-campus-cummins-college-of-engineering-for-women-nagpur-india/
GDGOC,Jaipur,"GDG on Campus Birla Institute of Technology, Mesra - Jaipur, India",https://gdg.community.dev/gdg-on-campus-birla-institute-of-technology-mesra-jaipur-india/
GDGOC,Bilaspur,"GDG on Campus Government Engineering College - Bilaspur, India",https://gdg.community.dev/gdg-on-campus-government-engineering-college-bilaspur-india/
GDGOC,Palakkad,"GDG on Campus Government Engineering College - Palakkad, India",https://gdg.community.dev/gdg-on-campus-government-engineering-college-palakkad-india/
GDGOC,Ahmedabad,"GDG on Campus Ahmedabad Institute of Technology - Ahmedabad, India",https://gdg.community.dev/gdg-on-campus-ahmedabad-institute-of-technology-ahmedabad-india/
GDGOC,Jaipur,"GDG on Campus Arya College of Engineering & IT - Jaipur, India",https://gdg.community.dev/gdg-on-campus-arya-college-of-engineering-it-jaipur-india/
GDGOC,Asansol,"GDG on Campus Asansol Engineering College - Asansol, India",https://gdg.community.dev/gdg-on-campus-asansol-engineering-college-asansol-india/
GDGOC,Gwalior,"GDG on Campus Atal Bihari Vajpayee Indian Institute of Information Technology and Management - Gwalior, India",https://gdg.community.dev/gdg-on-campus-atal-bihari-vajpayee-indian-institute-of-information-technology-and-management-gwalior-india/
GDGOC,Mumbai,"GDG on Campus Atharva College of Engineering - Mumbai, India",https://gdg.community.dev/gdg-on-campus-atharva-college-of-engineering-mumbai-india/
GDGOC,Thrikkakara,"GDG on Campus Bharata Mata College - Thrikkakara, India",https://gdg.community.dev/gdg-on-campus-bharata-mata-college-thrikkakara-india/
GDGOC,Mahendergarh,"GDG on Campus Central University of Haryana - Mahendergarh, India",https://gdg.community.dev/gdg-on-campus-central-university-of-haryana-mahendergarh-india/
GDGOC,Indore,"GDG on Campus Chameli Devi Group of Institutions - Indore, India",https://gdg.community.dev/gdg-on-campus-chameli-devi-group-of-institutions-indore-india/
GDGOC,Kollam,"GDG on Campus College Of Engineering Karunagappally - Kollam, India",https://gdg.community.dev/gdg-on-campus-college-of-engineering-karunagappally-kollam-india/
GDGOC,Greater Noida,"GDG on Campus Dronacharya Group of Institutions - Greater Noida, India",https://gdg.community.dev/gdg-on-campus-dronacharya-group-of-institutions-greater-noida-india/
GDGOC,Pune,"GDG on Campus G H Raisoni College of Engineering and Management - Pune, India",https://gdg.community.dev/gdg-on-campus-g-h-raisoni-college-of-engineering-and-management-pune-india/
GDGOC,Greater Noida,"GDG on Campus Galgotias College of Engineering & Technology - Greater Noida, India",https://gdg.community.dev/gdg-on-campus-galgotias-college-of-engineering-technology-greater-noida-india/
GDGOC,Visakhapatnam,"GDG on Campus Gayatri Vidya Parishad College of Engineering for Women - Visakhapatnam, India",https://gdg.community.dev/gdg-on-campus-gayatri-vidya-parishad-college-of-engineering-for-women-visakhapatnam-india/
GDGOC,Udaipur,"GDG on Campus Geetanjali Institute of Technical Studies - Udaipur, India",https://gdg.community.dev/gdg-on-campus-geetanjali-institute-of-technical-studies-udaipur-india/
GDGOC,Patan,"GDG on Campus Government Engineering College - Patan, India",https://gdg.community.dev/gdg-on-campus-government-engineering-college-patan-india/
GDGOC,Greater Noida,"GDG on Campus Greater Noida Institute of Technology - Greater Noida, India",https://gdg.community.dev/gdg-on-campus-greater-noida-institute-of-technology-greater-noida-india/
GDGOC,Bilaspur,"GDG on Campus Guru Ghasidas Vishwavidyalaya - Bilaspur, India",https://gdg.community.dev/gdg-on-campus-guru-ghasidas-vishwavidyalaya-bilaspur-india/
GDGOC,Kolkata,"GDG on Campus Guru Nanak Institute of Technology - Kolkata, India",https://gdg.community.dev/gdg-on-campus-guru-nanak-institute-of-technology-kolkata-india/
GDGOC,Hyderabad,"GDG on Campus Hyderabad Institute of Technology and Management - Hyderabad, India",https://gdg.community.dev/gdg-on-campus-hyderabad-institute-of-technology-and-management-hyderabad-india/
GDGOC,Dharwad,"GDG on Campus Indian Institute of Information Technology - Dharwad, India",https://gdg.community.dev/gdg-on-campus-indian-institute-of-information-technology-dharwad-india/
GDGOC,Nagpur,"GDG on Campus Indian Institute of Information Technology - Nagpur, India",https://gdg.community.dev/gdg-on-campus-indian-institute-of-information-technology-nagpur-india/
GDGOC,Indore,"GDG on Campus Institute of Engineering and Technology, DAVV - Indore, India",https://gdg.community.dev/gdg-on-campus-institute-of-engineering-and-technology-davv-indore-india/
GDGOC,Gwalior,"GDG on Campus Institute of Technology and Management - Gwalior, India",https://gdg.community.dev/gdg-on-campus-institute-of-technology-and-management-gwalior-india/
GDGOC,Indore,"GDG on Campus IPS Academy - Indore, India",https://gdg.community.dev/gdg-on-campus-ips-academy-indore-india/
GDGOC,Coimbatore,"GDG on Campus Jansons Institute of Technology - Coimbatore, India",https://gdg.community.dev/gdg-on-campus-jansons-institute-of-technology-coimbatore-india/
GDGOC,Nagpur,"GDG on Campus JD College of Engineering & Management - Nagpur, India",https://gdg.community.dev/gdg-on-campus-jd-college-of-engineering-management-nagpur-india/
GDGOC,Chennai,"GDG on Campus Jeppiaar Engineering College - Chennai, India",https://gdg.community.dev/gdg-on-campus-jeppiaar-engineering-college-chennai-india/
GDGOC,Kolkata,"GDG on Campus JIS University - Kolkata, India",https://gdg.community.dev/gdg-on-campus-jis-university-kolkata-india/
GDGOC,Jorhat,"GDG on Campus Jorhat Engineering College - Jorhat, India",https://gdg.community.dev/gdg-on-campus-jorhat-engineering-college-jorhat-india/
GDGOC,Vijayawada,"GDG on Campus K L Deemed to be University - Vijayawada, India",https://gdg.community.dev/gdg-on-campus-k-l-deemed-to-be-university-vijayawada-india/
GDGOC,Mumbai,"GDG on Campus K. J. Somaiya College of Engineering - Mumbai, India",https://gdg.community.dev/gdg-on-campus-k-j-somaiya-college-of-engineering-mumbai-india/
GDGOC,Meerut,"GDG on Campus Meerut Institute of Engineering and Technology - Meerut, India",https://gdg.community.dev/gdg-on-campus-meerut-institute-of-engineering-and-technology-meerut-india/
GDGOC,Varikoli,"GDG on Campus Muthoot Institute of Technology and Science - Varikoli, India",https://gdg.community.dev/gdg-on-campus-muthoot-institute-of-technology-and-science-varikoli-india/
GDGOC,Sangli,"GDG on Campus Nanasaheb Mahadik College of Engineering - Sangli, India",https://gdg.community.dev/gdg-on-campus-nanasaheb-mahadik-college-of-engineering-sangli-india/
GDGOC,Gandhinagar,"GDG on Campus National Forensic Sciences University - Gandhinagar, India",https://gdg.community.dev/gdg-on-campus-national-forensic-sciences-university-gandhinagar-india/
GDGOC,Calicut,"GDG on Campus National Institute of Technology - Calicut, India",https://gdg.community.dev/gdg-on-campus-national-institute-of-technology-calicut-india/
GDGOC,Goa,"GDG on Campus National Institute of Technology - Goa, India",https://gdg.community.dev/gdg-on-campus-national-institute-of-technology-goa-india/
GDGOC,Pune,"GDG on Campus NBN Sinhgad School Of Engineering - Pune, India",https://gdg.community.dev/gdg-on-campus-nbn-sinhgad-school-of-engineering-pune-india/
GDGOC,Navi Mumbai,"GDG on Campus Narsee Monjee Institute of Management Studies - Navi Mumbai, India",https://gdg.community.dev/gdg-on-campus-narsee-monjee-institute-of-management-studies-navi-mumbai-india/
GDGOC,Bhopal,"GDG on Campus Oriental Institute of Science & Technology - Bhopal, India",https://gdg.community.dev/gdg-on-campus-oriental-institute-of-science-technology-bhopal-india/
GDGOC,Surat,"GDG on Campus P P Savani University - Surat, India",https://gdg.community.dev/gdg-on-campus-p-p-savani-university-surat-india/
GDGOC,Navi Mumbai,"GDG on Campus Pillai College of Engineering - Navi Mumbai, India",https://gdg.community.dev/gdg-on-campus-pillai-college-of-engineering-navi-mumbai-india/
GDGOC,Kakinada,"GDG on Campus Pragati Engineering College - Kakinada, India",https://gdg.community.dev/gdg-on-campus-pragati-engineering-college-kakinada-india/
GDGOC,Chengannur,"GDG on Campus Providence College of Engineering & School of Business - Chengannur, India",https://gdg.community.dev/gdg-on-campus-providence-college-of-engineering-school-of-business-chengannur-india/
GDGOC,Coimbatore,"GDG on Campus PSG Institute of Technology and Applied Research - Coimbatore, India",https://gdg.community.dev/gdg-on-campus-psg-institute-of-technology-and-applied-research-coimbatore-india/
GDGOC,Dindigul,"GDG on Campus PSNA College of Engineering and Technology - Dindigul, India",https://gdg.community.dev/gdg-on-campus-psna-college-of-engineering-and-technology-dindigul-india/
GDGOC,Rajapalayam,"GDG on Campus Ramco Institute of Technology - Rajapalayam, India",https://gdg.community.dev/gdg-on-campus-ramco-institute-of-technology-rajapalayam-india/
GDGOC,Gwalior,"GDG on Campus Rustamji Institute of Technology - Gwalior, India",https://gdg.community.dev/gdg-on-campus-rustamji-institute-of-technology-gwalior-india/
GDGOC,Bengaluru,"GDG on Campus RV Institute of Technology and Management - Bengaluru, India",https://gdg.community.dev/gdg-on-campus-rv-institute-of-technology-and-management-bengaluru-india/
GDGOC,Surat,"GDG on Campus Sardar Vallabhbhai National Institute of Technology - Surat, India",https://gdg.community.dev/gdg-on-campus-sardar-vallabhbhai-national-institute-of-technology-surat-india/
GDGOC,Thandalam,"GDG on Campus Saveetha School of Engineering - Thandalam, India",https://gdg.community.dev/gdg-on-campus-saveetha-school-of-engineering-thandalam-india/
GDGOC,Indore,"GDG on Campus School of Data Science and Forecasting - Indore, India",https://gdg.community.dev/gdg-on-campus-school-of-data-science-and-forecasting-indore-india/
GDGOC,Gandhinagar,"GDG on Campus Shree Swaminarayan Institute of Technology - Gandhinagar, India",https://gdg.community.dev/gdg-on-campus-shree-swaminarayan-institute-of-technology-gandhinagar-india/
GDGOC,Lucknow,"GDG on Campus Shri Ramswaroop Memorial College of Engineering and Management - Lucknow, India",https://gdg.community.dev/gdg-on-campus-shri-ramswaroop-memorial-college-of-engineering-and-management-lucknow-india/
GDGOC,Ahmedabad,"GDG on Campus Silver Oak University - Ahmedabad, India",https://gdg.community.dev/gdg-on-campus-silver-oak-university-ahmedabad-india/
GDGOC,Jhansi,"GDG on Campus SR Group of Institutions - Jhansi, India",https://gdg.community.dev/gdg-on-campus-sr-group-of-institutions-jhansi-india/
GDGOC,Coimbatore,"GDG on Campus Sri Krishna Arts & Science College - Coimbatore, India",https://gdg.community.dev/gdg-on-campus-sri-krishna-arts-science-college-coimbatore-india/
GDGOC,Mangaluru,"GDG on Campus St Joseph Engineering College - Mangaluru, India",https://gdg.community.dev/gdg-on-campus-st-joseph-engineering-college-mangaluru-india/
GDGOC,Indore,"GDG on Campus SVKM's NMIMS - Indore, India",https://gdg.community.dev/gdg-on-campus-svkms-nmims-indore-india/
GDGOC,Kolkata,"GDG on Campus Techno Main Salt Lake - Kolkata, India",https://gdg.community.dev/gdg-on-campus-techno-main-salt-lake-kolkata-india/
GDGOC,Pune,"GDG on Campus Trinity Academy of Engineering - Pune, India",https://gdg.community.dev/gdg-on-campus-trinity-academy-of-engineering-pune-india/
GDGOC,Jaipur,"GDG on Campus University of Engineering & Management - Jaipur, India",https://gdg.community.dev/gdg-on-campus-university-of-engineering-management-jaipur-india/
GDGOC,Kolkata,"GDG on Campus University of Engineering & Management - Kolkata, India",https://gdg.community.dev/gdg-on-campus-university-of-engineering-management-kolkata-india/
GDGOC,Rajkot,"GDG on Campus V.V.P. Engineering College - Rajkot, India",https://gdg.community.dev/gdg-on-campus-vvp-engineering-college-rajkot-india/
GDGOC,Hyderabad,"GDG on Campus Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - Hyderabad, India",https://gdg.community.dev/gdg-on-campus-vallurupalli-nageswara-rao-vignana-jyothi-institute-of-engineering-and-technology-hyderabad-india/
GDGOC,Vijayawada,"GDG on Campus Velagapudi Ramakrishna Siddhartha Engineering College - Vijayawada, India",https://gdg.community.dev/gdg-on-campus-velagapudi-ramakrishna-siddhartha-engineering-college-vijayawada-india/
GDGOC,Mysuru,"GDG on Campus Vidyavardhaka College of Engineering - Mysuru, India",https://gdg.community.dev/gdg-on-campus-vidyavardhaka-college-of-engineering-mysuru-india/
GDGOC,Visakhapatnam,"GDG on Campus Vignan's Institute of Engineering for Women - Visakhapatnam, India",https://gdg.community.dev/gdg-on-campus-vignans-institute-of-engineering-for-women-visakhapatnam-india/
GDGOC,Visakhapatnam,"GDG on Campus Vignan's Institute of Information Technology - Visakhapatnam, India",https://gdg.community.dev/gdg-on-campus-vignans-institute-of-information-technology-visakhapatnam-india/
GDGOC,Khalapur,"GDG on Campus Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology - Khalapur, India",https://gdg.community.dev/gdg-on-campus-vishwaniketans-institute-of-management-entrepreneurship-and-engineering-technology-khalapur-india/
GDGOC,Nagpur,"GDG on Campus Yeshwantrao Chavan College of Engineering - Nagpur, India",https://gdg.community.dev/gdg-on-campus-yeshwantrao-chavan-college-of-engineering-nagpur-india/
GDGOC,Ropar,"GDG on Campus Indian Institute of Technology - Ropar, India",https://gdg.community.dev/gdg-on-campus-indian-institute-of-technology-ropar-india/
GDGOC,Lucknow,"GDG on Campus Integral University - Lucknow, India",https://gdg.community.dev/gdg-on-campus-integral-university-lucknow-india/
GDGOC,New Delhi,"GDG on Campus Jamia Hamdard University - New Delhi, India",https://gdg.community.dev/gdg-on-campus-jamia-hamdard-university-new-delhi-india/
GDGOC,Pune,"GDG on Campus JSPM's Rajarshi Shahu College of Engineering, Tathawade - Pune, India",https://gdg.community.dev/gdg-on-campus-jspms-rajarshi-shahu-college-of-engineering-tathawade-pune-india/
GDGOC,Hyderabad,"GDG on Campus Lords Institute of Engineering & Technology - Hyderabad, India",https://gdg.community.dev/gdg-on-campus-lords-institute-of-engineering-technology-hyderabad-india/
GDGOC,Chandigarh,"GDG on Campus Punjab Engineering College - Chandigarh, India",https://gdg.community.dev/gdg-on-campus-punjab-engineering-college-chandigarh-india/
GDGOC,Kollam,"GDG on Campus TKM College of Engineering - Kollam, India",https://gdg.community.dev/gdg-on-campus-tkm-college-of-engineering-kollam-india/
GDGOC,Hyderabad,"GDG on Campus Institute of Aeronautical Engineering - Hyderabad, India",https://gdg.community.dev/gdg-on-campus-institute-of-aeronautical-engineering-hyderabad-india/
GDGOC,Patiala,"GDG on Campus Punjabi University - Patiala, India",https://gdg.community.dev/gdg-on-campus-punjabi-university-patiala-india/
GDGOC,Wardha,"GDG on Campus Datta Meghe Institute of Higher Education & Research - Wardha, India",https://gdg.community.dev/gdg-on-campus-datta-meghe-institute-of-higher-education-research-wardha-india/
GDGOC,Sonbhadra,"GDG on Campus Rajkiya Engineering College - Sonbhadra, India",https://gdg.community.dev/gdg-on-campus-rajkiya-engineering-college-sonbhadra-india/
GDGOC,Pune,"GDG on Campus Zeal College of Engineering & Research - Pune, India",https://gdg.community.dev/gdg-on-campus-zeal-college-of-engineering-research-pune-india/
GDGOC,Sambalpur,"GDG on Campus Sambalpur University Institute of Information Technology - Sambalpur, India",https://gdg.community.dev/gdg-on-campus-sambalpur-university-institute-of-information-technology-sambalpur-india/
GDGOC,Nellore,"GDG on Campus Geethanjali Institute of Science & Technology - Nellore, India",https://gdg.community.dev/gdg-on-campus-geethanjali-institute-of-science-technology-nellore-india/
GDGOC,Pune,"GDG on Campus Symbiosis Skills & Professional University - Pune, India",https://gdg.community.dev/gdg-on-campus-symbiosis-skills-professional-university-pune-india/
GDGOC,Coimbatore,"GDG on Campus KG College of Arts & Science - Coimbatore, India",https://gdg.community.dev/gdg-on-campus-kg-college-of-arts-science-coimbatore-india/
GDGOC,Tiruchirapalli,"GDG on Campus Indian Institute of Information Technology - Tiruchirapalli, India",https://gdg.community.dev/gdg-on-campus-indian-institute-of-information-technology-tiruchirapalli-india/
GDGOC,Kalyani,"GDG on Campus Maulana Abul Kalam Azad University of Technology - Kalyani, India",https://gdg.community.dev/gdg-on-campus-maulana-abul-kalam-azad-university-of-technology-kalyani-india/
GDGOC,Navi Mumbai,"GDG on Campus MGM's College of Engineering and Technology - Navi Mumbai, India",https://gdg.community.dev/gdg-on-campus-mgms-college-of-engineering-and-technology-navi-mumbai-india/
GDGOC,Gurugram,"GDG on Campus Amity University - Gurugram, India",https://gdg.community.dev/gdg-on-campus-amity-university-gurugram-india/
GDGOC,Belgaum,"GDG on Campus Visvesvaraya Technological University - Belgaum, India",https://gdg.community.dev/gdg-on-campus-visvesvaraya-technological-university-belgaum-india/
GDGOC,Hyderabad,"GDG on Campus Keshav Memorial Institute of Technology - Hyderabad, India",https://gdg.community.dev/gdg-on-campus-keshav-memorial-institute-of-technology-hyderabad-india/
GDGOC,Jamshedpur,"GDG on Campus Arka Jain University - Jamshedpur, India",https://gdg.community.dev/gdg-on-campus-arka-jain-university-jamshedpur-india/
GDGOC,Solapur,"GDG on Campus Nagesh Karajgi Orchid College of Engineering & Technology - Solapur, India",https://gdg.community.dev/gdg-on-campus-nagesh-karajgi-orchid-college-of-engineering-technology-solapur-india/
GDGOC,Chandigarh,"GDG on Campus Swami Vivekanand Institute of Engineering & Technology - Chandigarh, India",https://gdg.community.dev/gdg-on-campus-swami-vivekanand-institute-of-engineering-technology-chandigarh-india/
GDGOC,Rajaramnagar,"GDG on Campus Rajarambapu Institute of Technology - Rajaramnagar, India",https://gdg.community.dev/gdg-on-campus-rajarambapu-institute-of-technology-rajaramnagar-india/
GDGOC,Kolkata,"GDG on Campus Future Institute of Engineering & Management - Kolkata, India",https://gdg.community.dev/gdg-on-campus-future-institute-of-engineering-management-kolkata-india/
GDGOC,Vadodara,"GDG on Campus ITM SLS Baroda University - Vadodara, India",https://gdg.community.dev/gdg-on-campus-itm-sls-baroda-university-vadodara-india/
GDGOC,Lucknow,"GDG on Campus BN College of Engineering & Technology - Lucknow, India",https://gdg.community.dev/gdg-on-campus-bn-college-of-engineering-technology-lucknow-india/
GDGOC,Gandhinagar,"GDG on Campus Swarrnim Startup & Innovation University - Gandhinagar, India",https://gdg.community.dev/gdg-on-campus-swarrnim-startup-innovation-university-gandhinagar-india/
GDGOC,Vijayawada,"GDG on Campus Seshadri Rao Gudlavalleru Engineering College - Vijayawada, India",https://gdg.community.dev/gdg-on-campus-seshadri-rao-gudlavalleru-engineering-college-vijayawada-india/
GDGOC,Berhampore,"GDG on Campus Government College of Engineering & Textile Technology - Berhampore, India",https://gdg.community.dev/gdg-on-campus-government-college-of-engineering-textile-technology-berhampore-india/
GDGOC,Bhopal,"GDG on Campus Sagar Institute of Research & Technology - Bhopal, India",https://gdg.community.dev/gdg-on-campus-sagar-institute-of-research-technology-bhopal-india/
GDGOC,Coimbatore,"GDG on Campus Info Institute of Engineering - Coimbatore, India",https://gdg.community.dev/gdg-on-campus-info-institute-of-engineering-coimbatore-india/
GDGOC,Vizianagaram,"GDG on Campus Maharaj Vijayaram Gajapathi Raj College of Engineering - Vizianagaram, India",https://gdg.community.dev/gdg-on-campus-maharaj-vijayaram-gajapathi-raj-college-of-engineering-vizianagaram-india/
GDGOC,Bhopal,"GDG on Campus School of Information Technology - Bhopal, India",https://gdg.community.dev/gdg-on-campus-school-of-information-technology-bhopal-india/
GDGOC,Aurangabad,"GDG on Campus PES College of Engineering - Aurangabad, India",https://gdg.community.dev/gdg-on-campus-pes-college-of-engineering-aurangabad-india/
GDGOC,Kokrajhar,"GDG on Campus Central Institute of Technology - Kokrajhar, India",https://gdg.community.dev/gdg-on-campus-central-institute-of-technology-kokrajhar-india/
GDGOC,Thane,"GDG on Campus AP Shah Institute of Technology - Thane, India",https://gdg.community.dev/gdg-on-campus-ap-shah-institute-of-technology-thane-india/
GDGOC,Sonipat,"GDG on Campus Hindu college of Engineering - Sonipat, India",https://gdg.community.dev/gdg-on-campus-hindu-college-of-engineering-sonipat-india/
GDGOC,Chinsurah,"GDG on Campus Hooghly Engineering & Technology College - Chinsurah, India",https://gdg.community.dev/gdg-on-campus-hooghly-engineering-technology-college-chinsurah-india/
GDGOC,Greater Noida,"GDG on Campus IILM University - Greater Noida, India",https://gdg.community.dev/gdg-on-campus-iilm-university-greater-noida-india/
GDGOC,Ichalkaranji,"GDG on Campus Sharad Institute of Technology College of Engineering - Ichalkaranji, India",https://gdg.community.dev/gdg-on-campus-sharad-institute-of-technology-college-of-engineering-ichalkaranji-india/
GDGOC,Tekkali,"GDG on Campus Aditya Institute of Technology & Management - Tekkali, India",https://gdg.community.dev/gdg-on-campus-aditya-institute-of-technology-management-tekkali-india/
GDGOC,Bengaluru,"GDG on Campus RV College of Engineering - Bengaluru, India",https://gdg.community.dev/gdg-on-campus-rv-college-of-engineering-bengaluru-india/
GDGOC,Chennai,"GDG on Campus Panimalar Engineering College - Chennai, India",https://gdg.community.dev/gdg-on-campus-panimalar-engineering-college-chennai-india/
GDGOC,Kolhapur,"GDG on Campus Dr DY Patil Pratishthan's College of Engineering - Kolhapur, India",https://gdg.community.dev/gdg-on-campus-dr-dy-patil-pratishthans-college-of-engineering-kolhapur-india/
GDGOC,Greater Noida,"GDG on Campus IIMT College of Engineering - Greater Noida, India",https://gdg.community.dev/gdg-on-campus-iimt-college-of-engineering-greater-noida-india/
GDGOC,Rayachoty,"GDG on Campus Sri Sai Institute of Technology & Science - Rayachoty, India",https://gdg.community.dev/gdg-on-campus-sri-sai-institute-of-technology-science-rayachoty-india/
GDGOC,Allahabad,"GDG on Campus JK Institute of Applied Physics & Technology - Allahabad, India",https://gdg.community.dev/gdg-on-campus-jk-institute-of-applied-physics-technology-allahabad-india/
GDGOC,Nandyal,"GDG on Campus SVR Engineering College - Nandyala, India",https://gdg.community.dev/gdg-on-campus-svr-engineering-college-nandyala-india/
GDGOC,Tadepalligudem,"GDG on Campus Sri Vasavi Engineering College - Tadepalligudem, India",https://gdg.community.dev/gdg-on-campus-sri-vasavi-engineering-college-tadepalligudem-india/
GDGOC,Tirupati,"GDG on Campus Sri Venkateswara College of Engineering - Tirupati, India",https://gdg.community.dev/gdg-on-campus-sri-venkateswara-college-of-engineering-tirupati-india/
GDGOC,Hyderabad,"GDG on Campus Malla Reddy University - Hyderabad, India",https://gdg.community.dev/gdg-on-campus-malla-reddy-university-hyderabad-india/
GDGOC,Delhi,"GDG on Campus Jawaharlal Nehru University - Delhi, India",https://gdg.community.dev/gdg-on-campus-jawaharlal-nehru-university-delhi-india/
GDGOC,Gandhinagar,"GDG on Campus Karnavati University - Gandhinagar, India",https://gdg.community.dev/gdg-on-campus-karnavati-university-gandhinagar-india/
GDGOC,Erattupetta,"GDG on Campus St George's College - Erattupetta, India",https://gdg.community.dev/gdg-on-campus-st-georges-college-erattupetta-india/
GDGOC,Chennai,"GDG on Campus Rajalakshmi Engineering College - Chennai, India",https://gdg.community.dev/gdg-on-campus-rajalakshmi-engineering-college-chennai-india/
GDGOC,Namakkal,"GDG on Campus KSR College of Engineering - Namakkal, India",https://gdg.community.dev/gdg-on-campus-ksr-college-of-engineering-namakkal-india/
GDGOC,Krishnankoil,"GDG on Campus Kalasalingam Academy of Research & Education - Krishnankoil, India",https://gdg.community.dev/gdg-on-campus-kalasalingam-academy-of-research-education-krishnankoil-india/
GDGOC,Panipat,"GDG on Campus Panipat Institute of Engineering & Technology - Panipat, India",https://gdg.community.dev/gdg-on-campus-panipat-institute-of-engineering-technology-panipat-india/
GDGOC,Chengannur,"GDG on Campus College of Engineering - Chengannur, India",https://gdg.community.dev/gdg-on-campus-college-of-engineering-chengannur-india/
GDGOC,Aurangabad,"GDG on Campus MGM's Jawaharlal Nehru Engineering College - Aurangabad, India",https://gdg.community.dev/gdg-on-campus-mgms-jawaharlal-nehru-engineering-college-aurangabad-india/
GDGOC,Firozpur,"GDG on Campus Shaheed Bhagat Singh State University - Firozpur, India",https://gdg.community.dev/gdg-on-campus-shaheed-bhagat-singh-state-university-firozpur-india/
GDGOC,Tiruttani,"GDG on Campus GRT Institute of Engineering & Technology - Tiruttani, India",https://gdg.community.dev/gdg-on-campus-grt-institute-of-engineering-technology-tiruttani-india/
GDGOC,Indore,"GDG on Campus Prestige Institute of Engineering Management and Research - Indore, India",https://gdg.community.dev/gdg-on-campus-prestige-institute-of-engineering-management-and-research-indore-india/
GDGOC,Hyderabad,"GDG on Campus Gokaraju Rangaraju Institute of Engineering & Technology - Hyderabad, India",https://gdg.community.dev/gdg-on-campus-gokaraju-rangaraju-institute-of-engineering-technology-hyderabad-india/
GDGOC,Bengaluru,"GDG on Campus RV University - Bengaluru, India",https://gdg.community.dev/gdg-on-campus-rv-university-bengaluru-india/
GDGOC,Visakhapatnam,"GDG on Campus Raghu Engineering College - Visakhapatnam, India",https://gdg.community.dev/gdg-on-campus-raghu-engineering-college-visakhapatnam-india/
GDGOC,Tirupati,"GDG on Campus Indian Institute of Technology - Tirupati, India",https://gdg.community.dev/gdg-on-campus-indian-institute-of-technology-tirupati-india/
GDGOC,Delhi,"GDG on Campus National Forensic Sciences University - Delhi, India",https://gdg.community.dev/gdg-on-campus-national-forensic-sciences-university-delhi-india/
GDGOC,Chennai,"GDG on Campus Dhanalakshmi College of Engineering - Chennai, India",https://gdg.community.dev/gdg-on-campus-dhanalakshmi-college-of-engineering-chennai-india/
GDGOC,Hyderabad,"GDG on Campus CMR Institute of Technology - Hyderabad, India",https://gdg.community.dev/gdg-on-campus-cmr-institute-of-technology-hyderabad-india/
GDGOC,Gwalior,"GDG on Campus Madhav Institute of Technology & Science - Gwalior, India",https://gdg.community.dev/gdg-on-campus-madhav-institute-of-technology-science-gwalior-india/
GDGOC,Allahabad,"GDG on Campus United Institute of Technology - Allahabad, India",https://gdg.community.dev/gdg-on-campus-united-institute-of-technology-allahabad-india/
GDGOC,Jorhat,"GDG on Campus Jorhat Institute of Science & Technology - Jorhat, India",https://gdg.community.dev/gdg-on-campus-jorhat-institute-of-science-technology-jorhat-india/
GDGOC,Delhi,"GDG on Campus Mata Sundri College For Women - Delhi, India",https://gdg.community.dev/gdg-on-campus-mata-sundri-college-for-women-delhi-india/
GDGOC,Lucknow,"GDG on Campus Bansal Institute of Engineering & Technology - Lucknow, India",https://gdg.community.dev/gdg-on-campus-bansal-institute-of-engineering-technology-lucknow-india/
GDGOC,Navi Mumbai,"GDG on Campus Lokmanya Tilak College of Engineering - Navi Mumbai, India",https://gdg.community.dev/gdg-on-campus-lokmanya-tilak-college-of-engineering-navi-mumbai-india/
GDGOC,Delhi,"GDG on Campus University School of Automation & Robotics - Delhi, India",https://gdg.community.dev/gdg-on-campus-university-school-of-automation-robotics-delhi-india/
GDGOC,Coimbatore,"GDG on Campus Karunya Institute of Technology & Sciences - Coimbatore, India",https://gdg.community.dev/gdg-on-campus-karunya-institute-of-technology-sciences-coimbatore-india/
GDGOC,Mumbai,"GDG on Campus Don Bosco Institute of Technology - Mumbai, India",https://gdg.community.dev/gdg-on-campus-don-bosco-institute-of-technology-mumbai-india/
